Composition_AA1BB1O3,temperature,pH2O,HPC,A ,A_fraction,A_valence,A1,A1_fraction,A1_valence,B,B_fraction,B_valence,B1,B1_fraction,B1_valence
La0.7Sr0.3MnO2.95,415,0.023,0.142,La,0.7,3,Sr,0.3,2,Mn,1,3,,,
La0.7Sr0.3MnO2.95,415,0.09,0.082,La,0.7,3,Sr,0.3,2,Mn,1,3,,,
La0.7Sr0.3MnO2.95,415,0.03,0.046,La,0.7,3,Sr,0.3,2,Mn,1,3,,,
La0.7Sr0.3MnO2.98,415,0.023,0.014,La,0.7,3,Sr,0.3,2,Mn,1,3,,,
La0.7Sr0.3Mn0.9Ni0.1O2.93,415,0.023,0.11,La,0.7,3,Sr,0.3,2,Mn,0.9,3,Ni,0.1,2
La0.7Sr0.3Mn0.7Ni0.3O2.93,415,0.023,0.196,La,0.7,3,Sr,0.3,2,Mn,0.7,3,Ni,0.3,2
La0.7Sr0.3Mn0.7Ni0.3O2.93,415,0.09,0.084,La,0.7,3,Sr,0.3,2,Mn,0.7,3,Ni,0.3,2
La0.7Sr0.3Mn0.7Ni0.3O2.93,415,0.03,0.016,La,0.7,3,Sr,0.3,2,Mn,0.7,3,Ni,0.3,2
La0.8Sr0.2CoO3,405,0.023,0.15,La,0.8,3,Sr,0.2,2,Co,1,3,,,
La0.8Sr0.2Co0.9Ni0.1O3,405,0.023,0.126,La,0.8,3,Sr,0.2,2,Co,0.9,3,Ni,0.1,2
La0.8Sr0.2Co0.8Ni0.2O3,405,0.023,0.082,La,0.8,3,Sr,0.2,2,Co,0.8,3,Ni,0.2,2
La0.8Sr0.2Co0.7Ni0.3O3,405,0.023,0.062,La,0.8,3,Sr,0.2,2,Co,0.7,3,Ni,0.3,2
La0.8Sr0.2Co0.7Ni0.3O3,250,0.023,0.032,La,0.8,3,Sr,0.2,2,Co,0.7,3,Ni,0.3,2
La0.8Sr0.2Co0.7Ni0.3O3,280,0.023,0.033,La,0.8,3,Sr,0.2,2,Co,0.7,3,Ni,0.3,2
La0.8Sr0.2Co0.7Ni0.3O3,300,0.023,0.033,La,0.8,3,Sr,0.2,2,Co,0.7,3,Ni,0.3,2
La0.8Sr0.2Co0.7Ni0.3O3,350,0.023,0.034,La,0.8,3,Sr,0.2,2,Co,0.7,3,Ni,0.3,2
La0.8Sr0.2Co0.7Ni0.3O3,380,0.023,0.032,La,0.8,3,Sr,0.2,2,Co,0.7,3,Ni,0.3,2
La0.8Sr0.2Co0.7Ni0.3O3,400,0.023,0.031,La,0.8,3,Sr,0.2,2,Co,0.7,3,Ni,0.3,2
La0.8Sr0.2Co0.7Ni0.3O3,420,0.023,0.027,La,0.8,3,Sr,0.2,2,Co,0.7,3,Ni,0.3,2
La0.8Sr0.2Co0.7Ni0.3O3,430,0.023,0.018,La,0.8,3,Sr,0.2,2,Co,0.7,3,Ni,0.3,2
La0.8Sr0.2Co0.7Ni0.3O3,450,0.023,0.013,La,0.8,3,Sr,0.2,2,Co,0.7,3,Ni,0.3,2
La0.8Sr0.2Co0.7Ni0.3O3,500,0.023,0.012,La,0.8,3,Sr,0.2,2,Co,0.7,3,Ni,0.3,2
La0.8Sr0.2Co0.7Ni0.3O3,550,0.023,0.011,La,0.8,3,Sr,0.2,2,Co,0.7,3,Ni,0.3,2
La0.8Sr0.2Co0.7Ni0.3O3,600,0.023,0.011,La,0.8,3,Sr,0.2,2,Co,0.7,3,Ni,0.3,2
La0.8Sr0.2Co0.7Ni0.3O3,650,0.023,0.01,La,0.8,3,Sr,0.2,2,Co,0.7,3,Ni,0.3,2
La0.8Sr0.2Co0.7Ni0.3O3,700,0.023,0.009,La,0.8,3,,,,Co,0.7,3,Ni,0.3,2
SrSn0.8Sc0.2O3,100,0.02,0.184806,Sr,1,2,,,,Sn,0.8,4,Sc,0.2,3
SrSn0.8Sc0.2O3,200,0.02,0.181122,Sr,1,2,,,,Sn,0.8,4,Sc,0.2,3
SrSn0.8Sc0.2O3,300,0.02,0.172046,Sr,1,2,,,,Sn,0.8,4,Sc,0.2,3
SrSn0.8Sc0.2O3,400,0.02,0.0583461,Sr,1,2,,,,Sn,0.8,4,Sc,0.2,3
SrSn0.8Sc0.2O3,500,0.02,0.0223575,Sr,1,2,,,,Sn,0.8,4,Sc,0.2,3
SrSn0.8Sc0.2O3,600,0.02,0.012509,Sr,1,2,,,,Sn,0.8,4,Sc,0.2,3
SrSn0.8Sc0.2O3,600,0.02,0.00958733,Sr,1,2,,,,Sn,0.8,4,Sc,0.2,3
SrSn0.8Sc0.2O3,800,0.02,0.00513065,Sr,1,2,,,,Sn,0.8,4,Sc,0.2,3
SrSn0.8Sc0.2O3,900,0.2,0.00297818,Sr,1,2,,,,Sn,0.8,4,Sc,0.2,3
SrSn0.8Sc0.2O3,1000,0.2,0.00390268,Sr,1,2,,,,Sn,0.8,4,Sc,0.2,3
Ba0.85La0.15FeO3,200,0.016,0.00371827,Ba,0.85,2,La,0.15,3,Fe,1,3,,,
Ba0.85La0.15FeO3,250,0.016,0.002034321,Ba,0.85,2,La,0.15,3,Fe,1,3,,,
Ba0.85La0.15FeO3,300,0.016,0.001340245,Ba,0.85,2,La,0.15,3,Fe,1,3,,,
Ba0.85La0.15FeO3,350,0.016,0.000934734,Ba,0.85,2,La,0.15,3,Fe,1,3,,,
Ba0.85La0.15FeO3,400,0.016,0.000776737,Ba,0.85,2,La,0.15,3,Fe,1,3,,,
Ba0.85La0.15FeO3,450,0.016,0.000742452,Ba,0.85,2,La,0.15,3,Fe,1,3,,,
Ba0.85La0.15FeO3,500,0.016,0.000749121,Ba,0.85,2,La,0.15,3,Fe,1,3,,,
Ba0.95La0.05Fe0.9Zn0.1O3,250,0.016,0.1,Ba,0.95,2,La,0.05,3,Fe,0.9,3,Zn,0.1,2
Ba0.95La0.05Fe0.9Zn0.1O3,250,0.016,0.079,Ba,0.95,2,La,0.05,3,Fe,0.9,3,Zn,0.1,2
Ba0.5Sr0.5Fe0.8Zn0.2O3,250,0.016,0.063,Ba,0.5,2,Sr,0.5,2,Fe,0.8,3,Zn,0.2,2
BaFe0.8Y0.2O3,250,0.016,0.053,Ba,1,2,,,,Fe,0.8,3,Y,0.2,3
Ba0.95La0.05Fe0.95Zn0.05O3,250,0.016,0.051,Ba,0.85,2,La,0.05,3,Fe,0.95,3,Zn,0.05,2
Ba0.95La0.05FeO3,250,0.016,0.03,Ba,0.95,2,La,0.05,3,Fe,1,3,,,
Ba0.5Sr0.5FeO3,250,0.016,0.019,Ba,0.5,2,Sr,0.5,2,Fe,1,3,,,
Ba0.75La0.25Fe0.8Zn0.2O3,250,0.016,0.017,Ba,0.75,2,La,0.25,3,Fe,0.8,3,Zn,0.2,2
BaCo0.8Y0.2O3,250,0.016,0.015,Ba,1,2,,0,,Co,0.8,3,Y,0.2,3
Ba0.85La0.15FeO3,250,0.016,0.007,Ba,0.85,2,La,0.15,3,Fe,1,3,,,
Ba0.5Sr0.5Co0.8Fe0.2O2.5,250,0.016,0.006,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
SrFe0.8Zn0.2O2.4,250,0.016,0.006,Sr,1,2,,,,Fe,0.2,3,Zn,0.2,2
Ba0.95La0.05FeO2.53,250,0.016,0.004,Ba,0.95,2,La,0.05,3,Fe,1,3,,,
Sr0.85La0.15FeO2.63,250,0.016,0.015,Sr,0.85,2,La,0.15,3,Fe,1,3,,,
Sr0.75La0.25FeO2.63,250,0.016,0.026,Sr,0.75,2,La,0.25,3,Fe,1,3,,,
Ba0.5Sr0.5Fe0.8Zn0.2O3,598.9311689,0.02,0.003207921,Ba,0.5,2,Sr,0.5,2,Fe,0.8,3,Zn,0.2,2
Ba0.5Sr0.5Fe0.8Zn0.2O3,550.5380345,0.02,0.003366337,Ba,0.5,2,Sr,0.5,2,Fe,0.8,3,Zn,0.2,2
Ba0.5Sr0.5Fe0.8Zn0.2O3,499.1646208,0.02,0.004158416,Ba,0.5,2,Sr,0.5,2,Fe,0.8,3,Zn,0.2,2
Ba0.5Sr0.5Fe0.8Zn0.2O3,450.9327046,0.02,0.005821782,Ba,0.5,2,Sr,0.5,2,Fe,0.8,3,Zn,0.2,2
Ba0.5Sr0.5Fe0.8Zn0.2O3,400.6815283,0.02,0.00819802,Ba,0.5,2,Sr,0.5,2,Fe,0.8,3,Zn,0.2,2
Ba0.5Sr0.5Fe0.8Zn0.2O3,350.9198184,0.02,0.013267327,Ba,0.5,2,Sr,0.5,2,Fe,0.8,3,Zn,0.2,2
La0.9Sr0.1CoO3,300,0.05,0.011813909,La,0.9,3,Sr,0.1,2,Co,1,3,,,
La0.8Sr0.2CoO3,300,0.05,0.00514607,La,0.8,3,Sr,0.2,2,Co,1,3,,,
La0.7Sr0.3CoO3,300,0.05,0.004110179,La,0.7,3,Sr,0.3,2,Co,1,3,,,
La0.6Sr0.4CoO3,300,0.05,0.002492642,La,0.6,3,Sr,0.4,2,Co,1,3,,,
La0.5Sr0.5CoO3,300,0.05,0.017960726,La,0.5,3,Sr,0.5,2,Co,1,3,,,
La0.4Sr0.6CoO3,300,0.05,0.028965426,La,0.4,3,Sr,0.6,2,Co,1,3,,,
La0.3Sr0.7CoO3,300,0.05,0.028317884,La,0.3,3,Sr,0.7,2,Co,1,3,,,
La0.6Sr0.4Co0.8Fe0.2O3,300,0.05,0.000921986,La,0.6,3,Sr,0.4,2,Co,0.8,3,Fe,0.2,3
La0.6Sr0.4Co0.6Fe0.4O3,300,0.05,0.00251773,La,0.6,3,Sr,0.4,2,Co,0.6,3,Fe,0.4,3
La0.6Sr0.4Co0.4Fe0.6O3,300,0.05,0.001985816,La,0.6,3,Sr,0.4,2,Co,0.4,3,Fe,0.6,3
La0.6Sr0.4Co0.2Fe0.8O3,300,0.05,0.000921986,La,0.6,3,Sr,0.4,2,Co,0.2,3,Fe,0.8,3
La0.6Sr0.4FeO3,300,0.05,0.000957447,La,0.6,3,Sr,0.4,2,Fe,1,3,,,
La0.8Sr0.2ScO3,300,0.05,0.13327713,La,0.8,3,Sr,0.2,2,Sc,1,3,,,
La0.8Sr0.2Sc0.9Fe0.1O3,300,0.05,0.020010372,La,0.8,3,Sr,0.2,2,Sc,0.9,3,Fe,0.1,3
La0.8Sr0.2Sc0.8Fe0.2O3,300,0.05,0.018146542,La,0.8,3,Sr,0.2,2,Sc,0.8,3,Fe,0.2,3
La0.8Sr0.2Sc0.7Fe0.3O3,300,0.05,0.011893643,La,0.8,3,Sr,0.2,2,Sc,0.7,3,Fe,0.3,3
La0.8Sr0.2Sc0.6Fe0.4O3,300,0.05,0.001701214,La,0.8,3,Sr,0.2,2,Sc,0.6,3,Fe,0.4,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,106.8493151,0.1,0.070394737,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,178.0821918,0.1,0.070864662,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,246.5753425,0.1,0.070394737,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,298.630137,0.1,0.070394737,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,336.9863014,0.1,0.072744361,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,369.8630137,0.1,0.076973684,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,400,0.1,0.083082707,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,421.9178082,0.1,0.08825188,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,449.3150685,0.1,0.093421053,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,487.6712329,0.1,0.093890977,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,520.5479452,0.1,0.090601504,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,558.9041096,0.1,0.08731203,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,594.5205479,0.1,0.084962406,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,624.6575342,0.1,0.081672932,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,646.5753425,0.1,0.076503759,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,663.0136986,0.1,0.070864662,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,671.2328767,0.1,0.065225564,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,679.4520548,0.1,0.059586466,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,687.6712329,0.1,0.052067669,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,698.630137,0.1,0.044548872,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,706.8493151,0.1,0.03843985,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,706.8493151,0.1,0.03843985,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,717.8082192,0.1,0.030451128,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,742.4657534,0.1,0.027161654,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,775.3424658,0.1,0.02481203,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,800,0.1,0.020582707,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,832.8767123,0.1,0.017763158,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,871.2328767,0.1,0.015883459,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,898.630137,0.1,0.01212406,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,926.0273973,0.1,0.009304511,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,947.9452055,0.1,0.003665414,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Co0.8Fe0.2O3−δ,980.8219178,0.1,0.001785714,Ba,0.5,2,Sr,0.5,2,Co,0.8,3,Fe,0.2,3
Ba0.5Sr0.5Fe0.8Zn0.2O3−δ,399.7358817,0.02,0.020328947,Ba,0.5,2,Sr,0.5,2,Fe,0.8,3,Zn,0.2,2
Ba0.5Sr0.5Fe0.8Zn0.2O3−δ,449.7022666,0.02,0.013519737,Ba,0.5,2,Sr,0.5,2,Fe,0.8,3,Zn,0.2,2
Ba0.5Sr0.5Fe0.8Zn0.2O3−δ,499.5389935,0.02,0.009375,Ba,0.5,2,Sr,0.5,2,Fe,0.8,3,Zn,0.2,2
Ba0.5Sr0.5Fe0.8Zn0.2O3−δ,549.2988859,0.02,0.006809211,Ba,0.5,2,Sr,0.5,2,Fe,0.8,3,Zn,0.2,2
Ba0.5Sr0.5Fe0.8Zn0.2O3−δ,600.4562044,0.02,0.005526316,Ba,0.5,2,Sr,0.5,2,Fe,0.8,3,Zn,0.2,2
BaZr0.8Y0.2O3,997.6551647,0.023,0,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,900.161138,0.023,0.000424833,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,798.0107796,0.023,0.005656181,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,700.6501084,0.023,0.012494781,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,602.1892538,0.023,0.023604569,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,504.9508251,0.023,0.036317799,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,405.4120131,0.023,0.05276689,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,305.8509752,0.023,0.068147866,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,208.7236762,0.023,0.086201669,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,108.9626049,0.023,0.149112471,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,57.16508307,0.023,0.17415728,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,899.6728462,0.023,0.016962306,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,850.5997819,0.023,0.02075388,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,800.436205,0.023,0.026341463,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,750.2726281,0.023,0.033924612,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,700.1090513,0.023,0.0427051,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,649.9454744,0.023,0.056873614,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,600.87241,0.023,0.074634146,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,550.7088332,0.023,0.097383592,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,500.5452563,0.023,0.117738359,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,450.3816794,0.023,0.137,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,400.2181025,0.023,0.150665188,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,1000.33799,0.02,0.011122139,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,900.4741,0.02,0.016339642,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,800.56181,0.02,0.024671154,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,700.91047,0.02,0.039058473,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,600.45272,0.02,0.064868553,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,547.35888,0.02,0.085224929,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,500.60671,0.02,0.106482739,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,477.42771,0.02,0.117434383,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,428.71443,0.02,0.138156873,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,401.31581,0.02,0.149096492,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,360.5711,0.02,0.160507658,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,328.04913,0.02,0.167831658,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,301.15791,0.02,0.172878235,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,270.84846,0.02,0.178932969,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,230.13487,0.02,0.186556517,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,200.37939,0.02,0.191344345,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,162.38706,0.02,0.197120574,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,1200,0.019,0.00304984,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,1092,0.019,0.004574761,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,993,0.019,0.006099681,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,895,0.019,0.009149521,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,797,0.019,0.016774122,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,699,0.019,0.027448563,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,599,0.019,0.050322366,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,500,0.019,0.087072942,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,399,0.019,0.12550093,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,299,0.019,0.143494988,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,200,0.019,0.155846841,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.8Y0.2O3,100,0.019,0.164691378,Ba,1,2,,,,Zr,0.8,4,Y,0.2,3
BaZr0.9Y0.1O3,900,0.04,0.008063877,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,900,0.02,0.006484326,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,900,0.01,0.00499384,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,900,0.005,0.00434407,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,800,0.04,0.013222886,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,800,0.02,0.010879271,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,800,0.01,0.008115024,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,800,0.005,0.006063831,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,700,0.04,0.018891728,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,700,0.02,0.015847469,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,700,0.01,0.012509968,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,700,0.005,0.010012912,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,600,0.04,0.028127481,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,600,0.02,0.024509832,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,600,0.01,0.019962265,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,600,0.005,0.016700871,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,500,0.04,0.042331295,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,500,0.02,0.038586393,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,500,0.01,0.033401741,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,500,0.005,0.029376145,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,400,0.04,0.047872747,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,400,0.02,0.045146825,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,400,0.01,0.040471733,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,400,0.005,0.036000273,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,890.9487459,0.023,0.014567627,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,850.5997819,0.023,0.016762749,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,800.436205,0.023,0.020155211,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,750.2726281,0.023,0.024545455,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,700.1090513,0.023,0.030532151,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,649.9454744,0.023,0.038314856,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,600.87241,0.023,0.047095344,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,550.7088332,0.023,0.057272727,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,500.5452563,0.023,0.067450111,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,450.3816794,0.023,0.076430155,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,400.2181025,0.023,0.084013304,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,350.0545256,0.023,0.089201774,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,300.9814613,0.023,0.091995565,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,250.8178844,0.023,0.095587583,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.9Y0.1O3,200.6543075,0.023,0.099778271,Ba,1,2,,,,Zr,0.9,4,Y,0.1,3
BaZr0.95Y0.05O3,838.6041439,0.023,0.008181818,Ba,1,2,,,,Zr,0.95,4,Y,0.05,3
BaZr0.95Y0.05O3,799.3456925,0.023,0.009778271,Ba,1,2,,,,Zr,0.95,4,Y,0.05,3
BaZr0.95Y0.05O3,750.2726281,0.023,0.012572062,Ba,1,2,,,,Zr,0.95,4,Y,0.05,3
