Composition_AA1BB1O3,temperature,pH2O,HPC,A ,A_fraction,A_valence,A1,A1_fraction,A1_valence,B,B_fraction,B_valence,B1,B1_fraction,B1_valence
La0.3Ba0.7Yb0.5In0.5O3,200,0.019,0.209063003,La,0.3,3,Ba,0.7,2,Yb,0.5,3,In,0.5,3
La0.5Ba0.5Yb0.5In0.5O3,1200,0.019,0.00032592,La,0.5,3,Ba,0.5,2,Yb,0.5,3,In,0.5,3
La0.5Ba0.5Yb0.5In0.5O3,1092,0.019,0.001158827,La,0.5,3,Ba,0.5,2,Yb,0.5,3,In,0.5,3
La0.5Ba0.5Yb0.5In0.5O3,993,0.019,0.001883095,La,0.5,3,Ba,0.5,2,Yb,0.5,3,In,0.5,3
La0.5Ba0.5Yb0.5In0.5O3,895,0.019,0.002824642,La,0.5,3,Ba,0.5,2,Yb,0.5,3,In,0.5,3
La0.5Ba0.5Yb0.5In0.5O3,797,0.019,0.002824642,La,0.5,3,Ba,0.5,2,Yb,0.5,3,In,0.5,3
La0.5Ba0.5Yb0.5In0.5O3,699,0.019,0.002788429,La,0.5,3,Ba,0.5,2,Yb,0.5,3,In,0.5,3
La0.5Ba0.5Yb0.5In0.5O3,599,0.019,0.002860855,La,0.5,3,Ba,0.5,2,Yb,0.5,3,In,0.5,3
La0.5Ba0.5Yb0.5In0.5O3,500,0.019,0.005468217,La,0.5,3,Ba,0.5,2,Yb,0.5,3,In,0.5,3
La0.5Ba0.5Yb0.5In0.5O3,399,0.019,0.015861451,La,0.5,3,Ba,0.5,2,Yb,0.5,3,In,0.5,3
La0.5Ba0.5Yb0.5In0.5O3,299,0.019,0.07583077,La,0.5,3,Ba,0.5,2,Yb,0.5,3,In,0.5,3
La0.5Ba0.5Yb0.5In0.5O3,200,0.019,0.140181907,La,0.5,3,Ba,0.5,2,Yb,0.5,3,In,0.5,3
La0.7Ba0.3Yb0.5In0.5O3,1200,0.019,0.000819793,La,0.7,3,Ba,0.3,2,Yb,0.5,3,In,0.5,3
La0.7Ba0.3Yb0.5In0.5O3,1092,0.019,0.001512062,La,0.7,3,Ba,0.3,2,Yb,0.5,3,In,0.5,3
La0.7Ba0.3Yb0.5In0.5O3,993,0.019,0.002277202,La,0.7,3,Ba,0.3,2,Yb,0.5,3,In,0.5,3
La0.7Ba0.3Yb0.5In0.5O3,895,0.019,0.003260953,La,0.7,3,Ba,0.3,2,Yb,0.5,3,In,0.5,3
La0.7Ba0.3Yb0.5In0.5O3,797,0.019,0.004372227,La,0.7,3,Ba,0.3,2,Yb,0.5,3,In,0.5,3
La0.7Ba0.3Yb0.5In0.5O3,699,0.019,0.00648547,La,0.7,3,Ba,0.3,2,Yb,0.5,3,In,0.5,3
La0.7Ba0.3Yb0.5In0.5O3,599,0.019,0.009746423,La,0.7,3,Ba,0.3,2,Yb,0.5,3,In,0.5,3
La0.7Ba0.3Yb0.5In0.5O3,500,0.019,0.014719831,La,0.7,3,Ba,0.3,2,Yb,0.5,3,In,0.5,3
La0.7Ba0.3Yb0.5In0.5O3,399,0.019,0.022699146,La,0.7,3,Ba,0.3,2,Yb,0.5,3,In,0.5,3
La0.7Ba0.3Yb0.5In0.5O3,299,0.019,0.046163431,La,0.7,3,Ba,0.3,2,Yb,0.5,3,In,0.5,3
La0.7Ba0.3Yb0.5In0.5O3,200,0.019,0.09852085,La,0.7,3,Ba,0.3,2,Yb,0.5,3,In,0.5,3
La0.9Ba0.1Yb0.5In0.5O3,1200,0.019,0.000549666,La,0.9,3,Ba,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Ba0.1Yb0.5In0.5O3,1092,0.019,0.001374164,La,0.9,3,Ba,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Ba0.1Yb0.5In0.5O3,993,0.019,0.002565106,La,0.9,3,Ba,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Ba0.1Yb0.5In0.5O3,895,0.019,0.003920948,La,0.9,3,Ba,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Ba0.1Yb0.5In0.5O3,797,0.019,0.005496657,La,0.9,3,Ba,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Ba0.1Yb0.5In0.5O3,699,0.019,0.00811673,La,0.9,3,Ba,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Ba0.1Yb0.5In0.5O3,599,0.019,0.013155332,La,0.9,3,Ba,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Ba0.1Yb0.5In0.5O3,500,0.019,0.020099441,La,0.9,3,Ba,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Ba0.1Yb0.5In0.5O3,399,0.019,0.027941338,La,0.9,3,Ba,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Ba0.1Yb0.5In0.5O3,299,0.019,0.03523357,La,0.9,3,Ba,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Ba0.1Yb0.5In0.5O3,200,0.019,0.045512318,La,0.9,3,Ba,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Ba0.1YbO3,1200,0.019,0.004511783,La,0.9,3,Ba,0.1,2,Yb,1,3,,,
La0.9Ba0.1YbO3,1069,0.019,0.007513099,La,0.9,3,Ba,0.1,2,Yb,1,3,,,
La0.9Ba0.1YbO3,971,0.019,0.0103771,La,0.9,3,Ba,0.1,2,Yb,1,3,,,
La0.9Ba0.1YbO3,872,0.019,0.013496115,La,0.9,3,Ba,0.1,2,Yb,1,3,,,
La0.9Ba0.1YbO3,775,0.019,0.015928554,La,0.9,3,Ba,0.1,2,Yb,1,3,,,
La0.9Ba0.1YbO3,676,0.019,0.017380171,La,0.9,3,Ba,0.1,2,Yb,1,3,,,
La0.9Ba0.1YbO3,578,0.019,0.018007898,La,0.9,3,Ba,0.1,2,Yb,1,3,,,
La0.9Ba0.1YbO3,479,0.019,0.018321761,La,0.9,3,Ba,0.1,2,Yb,1,3,,,
La0.9Ba0.1YbO3,381,0.019,0.018243295,La,0.9,3,Ba,0.1,2,Yb,1,3,,,
La0.9Ba0.1YbO3,285,0.019,0.01804713,La,0.9,3,Ba,0.1,2,Yb,1,3,,,
La0.9Ca0.1YbO3,1200,0.019,0.0017,La,0.9,3,Ca,0.1,2,Yb,1,3,,,
La0.9Ca0.1YbO3,1069,0.019,0.00284,La,0.9,3,Ca,0.1,2,Yb,1,3,,,
La0.9Ca0.1YbO3,971,0.019,0.00357,La,0.9,3,Ca,0.1,2,Yb,1,3,,,
La0.9Ca0.1YbO3,872,0.019,0.00392,La,0.9,3,Ca,0.1,2,Yb,1,3,,,
La0.9Ca0.1YbO3,775,0.019,0.0042,La,0.9,3,Ca,0.1,2,Yb,1,3,,,
La0.9Ca0.1YbO3,676,0.019,0.0046,La,0.9,3,Ca,0.1,2,Yb,1,3,,,
La0.9Ca0.1YbO3,578,0.019,0.00469,La,0.9,3,Ca,0.1,2,Yb,1,3,,,
La0.9Ca0.1YbO3,479,0.019,0.00467,La,0.9,3,Ca,0.1,2,Yb,1,3,,,
La0.9Ca0.1YbO3,381,0.019,0.00457,La,0.9,3,Ca,0.1,2,Yb,1,3,,,
La0.9Ca0.1YbO3,285,0.019,0.00433,La,0.9,3,Ca,0.1,2,Yb,1,3,,,
La0.9Mg0.1YbO3,1200,0.019,0.0006,La,0.9,3,Mg,0.1,2,Yb,1,3,,,
La0.9Mg0.1YbO3,1069,0.019,0.0011,La,0.9,3,Mg,0.1,2,Yb,1,3,,,
La0.9Mg0.1YbO3,971,0.019,0.00134,La,0.9,3,Mg,0.1,2,Yb,1,3,,,
La0.9Mg0.1YbO3,872,0.019,0.0016,La,0.9,3,Mg,0.1,2,Yb,1,3,,,
La0.9Mg0.1YbO3,775,0.019,0.00177,La,0.9,3,Mg,0.1,2,Yb,1,3,,,
La0.9Mg0.1YbO3,676,0.019,0.00191,La,0.9,3,Mg,0.1,2,Yb,1,3,,,
La0.9Mg0.1YbO3,578,0.019,0.00189,La,0.9,3,Mg,0.1,2,Yb,1,3,,,
La0.9Mg0.1YbO3,479,0.019,0.00195,La,0.9,3,Mg,0.1,2,Yb,1,3,,,
La0.9Mg0.1YbO3,381,0.019,0.00179,La,0.9,3,Mg,0.1,2,Yb,1,3,,,
La0.9Mg0.1YbO3,285,0.019,0.00163,La,0.9,3,Mg,0.1,2,Yb,1,3,,,
La0.9Sr0.1InO3,1200,0.019,0.00096446,La,0.9,3,Sr,0.1,2,In,1,3,,,
La0.9Sr0.1InO3,1069,0.019,0.001319788,La,0.9,3,Sr,0.1,2,In,1,3,,,
La0.9Sr0.1InO3,971,0.019,0.001861239,La,0.9,3,Sr,0.1,2,In,1,3,,,
La0.9Sr0.1InO3,872,0.019,0.002808779,La,0.9,3,Sr,0.1,2,In,1,3,,,
La0.9Sr0.1InO3,775,0.019,0.004585417,La,0.9,3,Sr,0.1,2,In,1,3,,,
La0.9Sr0.1InO3,676,0.019,0.008375577,La,0.9,3,Sr,0.1,2,In,1,3,,,
La0.9Sr0.1InO3,578,0.019,0.016903437,La,0.9,3,Sr,0.1,2,In,1,3,,,
La0.9Sr0.1InO3,479,0.019,0.031438024,La,0.9,3,Sr,0.1,2,In,1,3,,,
La0.9Sr0.1InO3,381,0.019,0.059424296,La,0.9,3,Sr,0.1,2,In,1,3,,,
La0.9Sr0.1InO3,285,0.019,0.071386989,La,0.9,3,Sr,0.1,2,In,1,3,,,
La0.9Sr0.1ScO3,1200,0.019,0.001702173,La,0.9,3,Sr,0.1,2,Sc,1,3,,,
La0.9Sr0.1ScO3,1069,0.019,0.002689433,La,0.9,3,Sr,0.1,2,Sc,1,3,,,
La0.9Sr0.1ScO3,971,0.019,0.00400578,La,0.9,3,Sr,0.1,2,Sc,1,3,,,
La0.9Sr0.1ScO3,872,0.019,0.006388823,La,0.9,3,Sr,0.1,2,Sc,1,3,,,
La0.9Sr0.1ScO3,775,0.019,0.010791777,La,0.9,3,Sr,0.1,2,Sc,1,3,,,
La0.9Sr0.1ScO3,676,0.019,0.019177815,La,0.9,3,Sr,0.1,2,Sc,1,3,,,
La0.9Sr0.1ScO3,578,0.019,0.031263244,La,0.9,3,Sr,0.1,2,Sc,1,3,,,
La0.9Sr0.1ScO3,479,0.019,0.044177063,La,0.9,3,Sr,0.1,2,Sc,1,3,,,
La0.9Sr0.1ScO3,381,0.019,0.053391492,La,0.9,3,Sr,0.1,2,Sc,1,3,,,
La0.9Sr0.1ScO3,285,0.019,0.05454897,La,0.9,3,Sr,0.1,2,Sc,1,3,,,
La0.9Sr0.1Y0.2In0.8O3,1200,0.019,0.001405037,La,0.9,3,Sr,0.1,2,Y,0.2,3,In,0.8,3
La0.9Sr0.1Y0.2In0.8O3,1067,0.019,0.001561152,La,0.9,3,Sr,0.1,2,Y,0.2,3,In,0.8,3
La0.9Sr0.1Y0.2In0.8O3,969,0.019,0.002341728,La,0.9,3,Sr,0.1,2,Y,0.2,3,In,0.8,3
La0.9Sr0.1Y0.2In0.8O3,871,0.019,0.00359065,La,0.9,3,Sr,0.1,2,Y,0.2,3,In,0.8,3
La0.9Sr0.1Y0.2In0.8O3,769,0.019,0.00686907,La,0.9,3,Sr,0.1,2,Y,0.2,3,In,0.8,3
La0.9Sr0.1Y0.2In0.8O3,676,0.019,0.014674832,La,0.9,3,Sr,0.1,2,Y,0.2,3,In,0.8,3
La0.9Sr0.1Y0.2In0.8O3,578,0.019,0.028569087,La,0.9,3,Sr,0.1,2,Y,0.2,3,In,0.8,3
La0.9Sr0.1Y0.2In0.8O3,480,0.019,0.043400034,La,0.9,3,Sr,0.1,2,Y,0.2,3,In,0.8,3
La0.9Sr0.1Y0.2In0.8O3,383,0.019,0.088517336,La,0.9,3,Sr,0.1,2,Y,0.2,3,In,0.8,3
La0.9Sr0.1Y0.2In0.8O3,285,0.019,0.100506985,La,0.9,3,Sr,0.1,2,Y,0.2,3,In,0.8,3
La0.9Sr0.1Y0.5In0.5O3,1200,0.019,0.001565985,La,0.9,3,Sr,0.1,2,Y,0.5,3,In,0.5,3
La0.9Sr0.1Y0.5In0.5O3,1067,0.019,0.002348977,La,0.9,3,Sr,0.1,2,Y,0.5,3,In,0.5,3
La0.9Sr0.1Y0.5In0.5O3,969,0.019,0.003758364,La,0.9,3,Sr,0.1,2,Y,0.5,3,In,0.5,3
La0.9Sr0.1Y0.5In0.5O3,871,0.019,0.006530157,La,0.9,3,Sr,0.1,2,Y,0.5,3,In,0.5,3
La0.9Sr0.1Y0.5In0.5O3,769,0.019,0.01141603,La,0.9,3,Sr,0.1,2,Y,0.5,3,In,0.5,3
La0.9Sr0.1Y0.5In0.5O3,676,0.019,0.018901438,La,0.9,3,Sr,0.1,2,Y,0.5,3,In,0.5,3
La0.9Sr0.1Y0.5In0.5O3,578,0.019,0.026104969,La,0.9,3,Sr,0.1,2,Y,0.5,3,In,0.5,3
La0.9Sr0.1Y0.5In0.5O3,480,0.019,0.029597115,La,0.9,3,Sr,0.1,2,Y,0.5,3,In,0.5,3
La0.9Sr0.1Y0.5In0.5O3,383,0.019,0.030912543,La,0.9,3,Sr,0.1,2,Y,0.5,3,In,0.5,3
La0.9Sr0.1Y0.5In0.5O3,285,0.019,0.030755944,La,0.9,3,Sr,0.1,2,Y,0.5,3,In,0.5,3
La0.9Sr0.1Y0.8In0.2O3,1200,0.019,0.002056883,La,0.9,3,Sr,0.1,2,Y,0.8,3,In,0.2,3
La0.9Sr0.1Y0.8In0.2O3,1067,0.019,0.002925345,La,0.9,3,Sr,0.1,2,Y,0.8,3,In,0.2,3
La0.9Sr0.1Y0.8In0.2O3,969,0.019,0.004129002,La,0.9,3,Sr,0.1,2,Y,0.8,3,In,0.2,3
La0.9Sr0.1Y0.8In0.2O3,871,0.019,0.005865925,La,0.9,3,Sr,0.1,2,Y,0.8,3,In,0.2,3
La0.9Sr0.1Y0.8In0.2O3,769,0.019,0.007861863,La,0.9,3,Sr,0.1,2,Y,0.8,3,In,0.2,3
La0.9Sr0.1Y0.8In0.2O3,676,0.019,0.009035048,La,0.9,3,Sr,0.1,2,Y,0.8,3,In,0.2,3
La0.9Sr0.1Y0.8In0.2O3,578,0.019,0.009370244,La,0.9,3,Sr,0.1,2,Y,0.8,3,In,0.2,3
La0.9Sr0.1Y0.8In0.2O3,480,0.019,0.009050285,La,0.9,3,Sr,0.1,2,Y,0.8,3,In,0.2,3
La0.9Sr0.1Y0.8In0.2O3,383,0.019,0.009735912,La,0.9,3,Sr,0.1,2,Y,0.8,3,In,0.2,3
La0.9Sr0.1Y0.8In0.2O3,285,0.019,0.009949219,La,0.9,3,Sr,0.1,2,Y,0.8,3,In,0.2,3
La0.9Sr0.1Yb0.2In0.8O3,1200,0.019,0.000841189,La,0.9,3,Sr,0.1,2,Yb,0.2,3,In,0.8,3
La0.9Sr0.1Yb0.2In0.8O3,1069,0.019,0.001177665,La,0.9,3,Sr,0.1,2,Yb,0.2,3,In,0.8,3
La0.9Sr0.1Yb0.2In0.8O3,971,0.019,0.001850616,La,0.9,3,Sr,0.1,2,Yb,0.2,3,In,0.8,3
La0.9Sr0.1Yb0.2In0.8O3,872,0.019,0.00302828,La,0.9,3,Sr,0.1,2,Yb,0.2,3,In,0.8,3
La0.9Sr0.1Yb0.2In0.8O3,775,0.019,0.005888323,La,0.9,3,Sr,0.1,2,Yb,0.2,3,In,0.8,3
La0.9Sr0.1Yb0.2In0.8O3,676,0.019,0.011608408,La,0.9,3,Sr,0.1,2,Yb,0.2,3,In,0.8,3
La0.9Sr0.1Yb0.2In0.8O3,578,0.019,0.023889767,La,0.9,3,Sr,0.1,2,Yb,0.2,3,In,0.8,3
La0.9Sr0.1Yb0.2In0.8O3,479,0.019,0.041050023,La,0.9,3,Sr,0.1,2,Yb,0.2,3,In,0.8,3
La0.9Sr0.1Yb0.2In0.8O3,381,0.019,0.057032613,La,0.9,3,Sr,0.1,2,Yb,0.2,3,In,0.8,3
La0.9Sr0.1Yb0.2Y0.8O3,1200,0.019,0.004269226,La,0.9,3,Sr,0.1,2,Yb,0.2,3,Y,0.8,3
La0.9Sr0.1Yb0.2Y0.8O3,1069,0.019,0.005780244,La,0.9,3,Sr,0.1,2,Yb,0.2,3,Y,0.8,3
La0.9Sr0.1Yb0.2Y0.8O3,971,0.019,0.00717134,La,0.9,3,Sr,0.1,2,Yb,0.2,3,Y,0.8,3
La0.9Sr0.1Yb0.2Y0.8O3,872,0.019,0.007962826,La,0.9,3,Sr,0.1,2,Yb,0.2,3,Y,0.8,3
La0.9Sr0.1Yb0.2Y0.8O3,775,0.019,0.00820267,La,0.9,3,Sr,0.1,2,Yb,0.2,3,Y,0.8,3
La0.9Sr0.1Yb0.2Y0.8O3,676,0.019,0.008298608,La,0.9,3,Sr,0.1,2,Yb,0.2,3,Y,0.8,3
La0.9Sr0.1Yb0.2Y0.8O3,578,0.019,0.008130717,La,0.9,3,Sr,0.1,2,Yb,0.2,3,Y,0.8,3
La0.9Sr0.1Yb0.2Y0.8O3,479,0.019,0.008082748,La,0.9,3,Sr,0.1,2,Yb,0.2,3,Y,0.8,3
La0.9Sr0.1Yb0.2Y0.8O3,381,0.019,0.008370561,La,0.9,3,Sr,0.1,2,Yb,0.2,3,Y,0.8,3
La0.9Sr0.1Yb0.2Y0.8O3,285,0.019,0.007555091,La,0.9,3,Sr,0.1,2,Yb,0.2,3,Y,0.8,3
La0.9Sr0.1Yb0.5In0.5O3,1200,0.019,0.001752497,La,0.9,3,Sr,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Sr0.1Yb0.5In0.5O3,1069,0.019,0.002271093,La,0.9,3,Sr,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Sr0.1Yb0.5In0.5O3,971,0.019,0.003129458,La,0.9,3,Sr,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Sr0.1Yb0.5In0.5O3,872,0.019,0.005114429,La,0.9,3,Sr,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Sr0.1Yb0.5In0.5O3,775,0.019,0.009120136,La,0.9,3,Sr,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Sr0.1Yb0.5In0.5O3,676,0.019,0.017471319,La,0.9,3,Sr,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Sr0.1Yb0.5In0.5O3,578,0.019,0.03161647,La,0.9,3,Sr,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Sr0.1Yb0.5In0.5O3,479,0.019,0.045368204,La,0.9,3,Sr,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Sr0.1Yb0.5In0.5O3,381,0.019,0.053200791,La,0.9,3,Sr,0.1,2,Yb,0.5,3,In,0.5,3
La0.9Sr0.1Yb0.5Y0.5O3,285,0.019,0.001704772,La,0.9,3,Sr,0.1,2,Yb,0.5,3,Y,0.5,3
La0.9Sr0.1Yb0.5Y0.5O3,381,0.019,0.001859751,La,0.9,3,Sr,0.1,2,Yb,0.5,3,Y,0.5,3
La0.9Sr0.1Yb0.5Y0.5O3,479,0.019,0.001963071,La,0.9,3,Sr,0.1,2,Yb,0.5,3,Y,0.5,3
La0.9Sr0.1Yb0.5Y0.5O3,578,0.019,0.00208361,La,0.9,3,Sr,0.1,2,Yb,0.5,3,Y,0.5,3
La0.9Sr0.1Yb0.5Y0.5O3,676,0.019,0.001842532,La,0.9,3,Sr,0.1,2,Yb,0.5,3,Y,0.5,3
La0.9Sr0.1Yb0.5Y0.5O3,775,0.019,0.001756432,La,0.9,3,Sr,0.1,2,Yb,0.5,3,Y,0.5,3
La0.9Sr0.1Yb0.5Y0.5O3,872,0.019,0.001412033,La,0.9,3,Sr,0.1,2,Yb,0.5,3,Y,0.5,3
La0.9Sr0.1Yb0.5Y0.5O3,971,0.019,0.001170955,La,0.9,3,Sr,0.1,2,Yb,0.5,3,Y,0.5,3
La0.9Sr0.1Yb0.5Y0.5O3,1069,0.019,0.001067635,La,0.9,3,Sr,0.1,2,Yb,0.5,3,Y,0.5,3
La0.9Sr0.1Yb0.5Y0.5O3,1200,0.019,0.00010332,La,0.9,3,Sr,0.1,2,Yb,0.5,3,Y,0.5,3
La0.9Sr0.1Yb0.8In0.2O3,1200,0.019,0.00221296,La,0.9,3,Sr,0.1,2,Yb,0.8,3,In,0.2,3
La0.9Sr0.1Yb0.8In0.2O3,1069,0.019,0.00340174,La,0.9,3,Sr,0.1,2,Yb,0.8,3,In,0.2,3
La0.9Sr0.1Yb0.8In0.2O3,971,0.019,0.005139188,La,0.9,3,Sr,0.1,2,Yb,0.8,3,In,0.2,3
La0.9Sr0.1Yb0.8In0.2O3,872,0.019,0.008394616,La,0.9,3,Sr,0.1,2,Yb,0.8,3,In,0.2,3
La0.9Sr0.1Yb0.8In0.2O3,775,0.019,0.013533804,La,0.9,3,Sr,0.1,2,Yb,0.8,3,In,0.2,3
La0.9Sr0.1Yb0.8In0.2O3,676,0.019,0.019459416,La,0.9,3,Sr,0.1,2,Yb,0.8,3,In,0.2,3
La0.9Sr0.1Yb0.8In0.2O3,578,0.019,0.023720736,La,0.9,3,Sr,0.1,2,Yb,0.8,3,In,0.2,3
La0.9Sr0.1Yb0.8In0.2O3,479,0.019,0.025220427,La,0.9,3,Sr,0.1,2,Yb,0.8,3,In,0.2,3
La0.9Sr0.1Yb0.8In0.2O3,381,0.019,0.025403317,La,0.9,3,Sr,0.1,2,Yb,0.8,3,In,0.2,3
La0.9Sr0.1Yb0.8Y0.2O3,1200,0.019,0.003459343,La,0.9,3,Sr,0.1,2,Yb,0.8,3,Y,0.2,3
La0.9Sr0.1Yb0.8Y0.2O3,1069,0.019,0.005339421,La,0.9,3,Sr,0.1,2,Yb,0.8,3,Y,0.2,3
La0.9Sr0.1Yb0.8Y0.2O3,971,0.019,0.007144295,La,0.9,3,Sr,0.1,2,Yb,0.8,3,Y,0.2,3
La0.9Sr0.1Yb0.8Y0.2O3,872,0.019,0.008366346,La,0.9,3,Sr,0.1,2,Yb,0.8,3,Y,0.2,3
La0.9Sr0.1Yb0.8Y0.2O3,775,0.019,0.008986772,La,0.9,3,Sr,0.1,2,Yb,0.8,3,Y,0.2,3
La0.9Sr0.1Yb0.8Y0.2O3,676,0.019,0.009268783,La,0.9,3,Sr,0.1,2,Yb,0.8,3,Y,0.2,3
La0.9Sr0.1Yb0.8Y0.2O3,578,0.019,0.009099576,La,0.9,3,Sr,0.1,2,Yb,0.8,3,Y,0.2,3
La0.9Sr0.1Yb0.8Y0.2O3,479,0.019,0.009343986,La,0.9,3,Sr,0.1,2,Yb,0.8,3,Y,0.2,3
La0.9Sr0.1Yb0.8Y0.2O3,381,0.019,0.009400389,La,0.9,3,Sr,0.1,2,Yb,0.8,3,Y,0.2,3
La0.9Sr0.1Yb0.8Y0.2O3,285,0.019,0.008836365,La,0.9,3,Sr,0.1,2,Yb,0.8,3,Y,0.2,3
La0.9Sr0.1YbO3,1200,0.019,0.003093695,La,0.9,3,Sr,0.1,2,Yb,1,3,,,
La0.9Sr0.1YbO3,1069,0.019,0.004360991,La,0.9,3,Sr,0.1,2,Yb,1,3,,,
La0.9Sr0.1YbO3,971,0.019,0.005628288,La,0.9,3,Sr,0.1,2,Yb,1,3,,,
La0.9Sr0.1YbO3,872,0.019,0.006671944,La,0.9,3,Sr,0.1,2,Yb,1,3,,,
La0.9Sr0.1YbO3,775,0.019,0.007044678,La,0.9,3,Sr,0.1,2,Yb,1,3,,,
La0.9Sr0.1YbO3,676,0.019,0.007212408,La,0.9,3,Sr,0.1,2,Yb,1,3,,,
La0.9Sr0.1YbO3,578,0.019,0.007081951,La,0.9,3,Sr,0.1,2,Yb,1,3,,,
La0.9Sr0.1YbO3,479,0.019,0.00669058,La,0.9,3,Sr,0.1,2,Yb,1,3,,,
La0.9Sr0.1YbO3,381,0.019,0.006056932,La,0.9,3,Sr,0.1,2,Yb,1,3,,,
La0.9Sr0.1YbO3,285,0.019,0.005665561,La,0.9,3,Sr,0.1,2,Yb,1,3,,,
La0.9Sr0.1YO3,1200,0.019,0.003797436,La,0.9,3,Sr,0.1,2,Y,1,3,,,
La0.9Sr0.1YO3,1069,0.019,0.004886035,La,0.9,3,Sr,0.1,2,Y,1,3,,,
La0.9Sr0.1YO3,971,0.019,0.005670838,La,0.9,3,Sr,0.1,2,Y,1,3,,,
La0.9Sr0.1YO3,872,0.019,0.006075898,La,0.9,3,Sr,0.1,2,Y,1,3,,,
La0.9Sr0.1YO3,775,0.019,0.006556907,La,0.9,3,Sr,0.1,2,Y,1,3,,,
La0.9Sr0.1YO3,676,0.019,0.006886018,La,0.9,3,Sr,0.1,2,Y,1,3,,,
La0.9Sr0.1YO3,578,0.019,0.007012599,La,0.9,3,Sr,0.1,2,Y,1,3,,,
La0.9Sr0.1YO3,479,0.019,0.007392343,La,0.9,3,Sr,0.1,2,Y,1,3,,,
La0.9Sr0.1YO3,381,0.019,0.007392343,La,0.9,3,Sr,0.1,2,Y,1,3,,,
La0.9Sr0.1YO3,285,0.019,0.007823225,La,0.9,3,Sr,0.1,2,Y,1,3,,,
Nd0.9Sr0.1InO3,1200,0.019,0,Nd,0.9,3,Sr,0.1,2,In,1,3,,,
Nd0.9Sr0.1InO3,1100,0.019,0,Nd,0.9,3,Sr,0.1,2,In,1,3,,,
Nd0.9Sr0.1InO3,1000,0.019,0.001702821,Nd,0.9,3,Sr,0.1,2,In,1,3,,,
Nd0.9Sr0.1InO3,892,0.019,0.00447408,Nd,0.9,3,Sr,0.1,2,In,1,3,,,
Nd0.9Sr0.1InO3,795,0.019,0.005776237,Nd,0.9,3,Sr,0.1,2,In,1,3,,,
Nd0.9Sr0.1InO3,696,0.019,0.007913111,Nd,0.9,3,Sr,0.1,2,In,1,3,,,
Nd0.9Sr0.1InO3,597,0.019,0.01141892,Nd,0.9,3,Sr,0.1,2,In,1,3,,,
Nd0.9Sr0.1InO3,498,0.019,0.014791174,Nd,0.9,3,Sr,0.1,2,In,1,3,,,
Nd0.9Sr0.1InO3,397,0.019,0.017328712,Nd,0.9,3,Sr,0.1,2,In,1,3,,,
Nd0.9Sr0.1InO3,298,0.019,0.023672557,Nd,0.9,3,Sr,0.1,2,In,1,3,,,
Nd0.9Sr0.1InO3,200,0.019,0.029615738,Nd,0.9,3,Sr,0.1,2,In,1,3,,,
Sm0.9Sr0.1InO3,1200,0.019,0,Sm,0.9,3,Sr,0.1,2,In,1,3,,,
Sm0.9Sr0.1InO3,1100,0.019,0.000339663,Sm,0.9,3,Sr,0.1,2,In,1,3,,,
Sm0.9Sr0.1InO3,1000,0.019,0.002207809,Sm,0.9,3,Sr,0.1,2,In,1,3,,,
Sm0.9Sr0.1InO3,892,0.019,0.00421182,Sm,0.9,3,Sr,0.1,2,In,1,3,,,
Sm0.9Sr0.1InO3,795,0.019,0.005740303,Sm,0.9,3,Sr,0.1,2,In,1,3,,,
Sm0.9Sr0.1InO3,696,0.019,0.007370685,Sm,0.9,3,Sr,0.1,2,In,1,3,,,
Sm0.9Sr0.1InO3,597,0.019,0.01015592,Sm,0.9,3,Sr,0.1,2,In,1,3,,,
Sm0.9Sr0.1InO3,498,0.019,0.01463947,Sm,0.9,3,Sr,0.1,2,In,1,3,,,
Sm0.9Sr0.1InO3,397,0.019,0.016337785,Sm,0.9,3,Sr,0.1,2,In,1,3,,,
Sm0.9Sr0.1InO3,298,0.019,0.022621548,Sm,0.9,3,Sr,0.1,2,In,1,3,,,
Sm0.9Sr0.1InO3,200,0.019,0.028293918,Sm,0.9,3,Sr,0.1,2,In,1,3,,,
SrCe0.9Y0.1O3,1200,0.019,0.002548236,Sr,1,2,,,,Ce,0.9,4,Y,0.1,3
SrCe0.9Y0.1O3,1072,0.019,0.005096472,Sr,1,2,,,,Ce,0.9,4,Y,0.1,3
SrCe0.9Y0.1O3,974,0.019,0.008094396,Sr,1,2,,,,Ce,0.9,4,Y,0.1,3
